85.00,77.00,78.40,598.00
86.10,76.82,78.00,598.00
86.00,76.82,78.01,598.00
86.00,76.82,78.01,598.00
86.00,76.82,78.01,598.00
86.00,76.82,78.01,597.00
86.00,76.82,78.01,598.00
86.00,76.82,78.01,599.00
86.10,76.82,78.00,595.00
86.10,76.82,78.00,597.00
86.10,76.82,78.00,598.00
86.10,76.82,78.00,598.00
86.10,76.82,78.00,596.00
86.20,76.82,78.00,598.00
86.20,76.82,78.00,603.00
86.20,76.82,78.00,603.00
86.20,76.82,78.00,603.00
86.20,76.82,78.00,606.00
86.20,76.82,78.00,606.00
86.30,76.82,77.99,607.00
86.30,76.82,77.99,608.00
86.30,76.82,77.99,605.00
86.40,76.82,77.99,604.00
86.40,76.82,77.99,604.00
86.40,76.82,77.99,606.00
86.40,76.82,77.99,608.00
86.40,76.82,77.99,606.00
86.50,76.82,77.98,606.00
86.50,76.82,77.98,604.00
86.50,76.82,77.98,607.00
86.60,76.82,77.98,606.00
86.60,76.82,77.98,605.00
86.60,76.82,77.98,604.00
86.60,76.82,77.98,597.00
86.60,76.82,77.98,599.00
86.70,76.82,77.97,595.00
86.70,76.82,77.97,593.00
86.80,76.82,77.96,595.00
86.80,76.82,77.96,593.00
86.80,76.82,77.96,592.00
86.80,76.82,77.96,591.00
86.90,76.82,77.96,591.00
86.90,76.82,77.96,591.00
86.90,76.82,77.96,591.00
86.90,76.82,77.96,591.00
87.00,76.82,77.95,590.00
87.00,76.82,77.95,589.00
87.00,76.82,77.95,587.00
87.00,76.82,77.95,585.00
87.10,76.82,77.95,586.00
87.10,76.82,77.95,586.00
87.10,76.82,77.95,584.00
87.10,76.82,77.95,584.00
87.10,76.82,77.95,585.00
87.10,76.82,77.95,586.00
87.10,76.82,77.95,586.00
87.20,76.82,77.94,585.00
87.20,76.82,77.94,585.00
87.20,76.82,77.94,585.00
87.20,76.82,77.94,584.00
87.20,76.82,77.94,586.00
87.30,76.82,77.94,585.00
87.30,76.82,77.94,585.00
87.30,76.82,77.94,585.00
87.30,76.82,77.94,582.00
87.30,76.82,77.94,583.00
87.30,76.82,77.94,579.00
87.40,76.82,77.93,576.00
87.40,76.82,77.93,576.00
87.40,76.82,77.93,580.00
87.40,76.82,77.93,577.00
87.40,76.82,77.93,575.00
87.40,76.82,77.93,576.00
87.40,76.82,77.93,575.00
87.50,76.82,77.93,574.00
87.40,76.82,77.93,575.00
87.50,76.82,77.93,573.00
87.50,76.82,77.93,574.00
87.50,76.82,77.93,568.00
87.50,76.82,77.93,568.00
87.50,76.82,77.93,568.00
87.60,76.82,77.92,567.00
87.60,76.82,77.92,569.00
87.60,76.82,77.92,570.00
87.60,76.82,77.92,571.00
87.60,76.82,77.92,572.00
87.70,76.82,77.92,573.00
87.70,76.82,77.92,573.00
87.70,76.82,77.92,571.00
87.70,76.82,77.92,571.00
87.70,76.82,77.92,568.00
87.70,76.82,77.92,565.00
87.70,76.82,77.92,566.00
87.80,76.82,77.91,565.00
87.80,76.82,77.91,566.00
87.80,76.82,77.91,566.00
87.90,76.82,77.90,564.00
87.90,76.82,77.90,566.00
87.90,76.82,77.90,566.00
87.90,76.82,77.90,566.00
87.90,76.82,77.90,563.00
87.90,76.82,77.90,562.00
87.90,76.82,77.90,560.00
87.90,76.82,77.90,564.00
87.90,76.82,77.90,566.00
87.90,76.82,77.90,565.00
88.00,76.82,77.90,568.00
88.00,76.82,77.90,569.00
88.00,76.82,77.90,569.00
88.00,76.82,77.90,571.00
88.00,76.82,77.90,571.00
88.00,76.82,77.90,571.00
88.00,76.82,77.90,571.00
88.00,76.82,77.90,573.00
88.10,76.82,77.89,572.00
88.10,76.82,77.89,572.00
88.10,76.82,77.89,570.00
88.10,76.82,77.89,573.00
88.10,76.82,77.89,573.00
88.20,76.82,77.89,574.00
88.20,76.82,77.89,574.00
88.20,76.82,77.89,574.00
88.20,76.82,77.89,572.00
88.20,76.82,77.89,572.00
88.20,76.82,77.89,573.00
88.20,76.82,77.89,573.00
88.20,76.82,77.89,576.00
88.20,76.82,77.89,576.00
88.20,76.82,77.89,577.00
88.30,76.82,77.88,578.00
88.30,76.82,77.88,579.00
88.30,76.82,77.88,578.00
88.30,76.82,77.88,577.00
88.30,76.82,77.88,575.00
88.30,76.82,77.88,569.00
88.40,76.82,77.88,574.00
88.40,76.82,77.88,572.00
88.40,76.82,77.88,572.00
88.40,76.82,77.88,574.00
88.40,76.82,77.88,576.00
88.40,76.82,77.88,577.00
88.40,76.82,77.88,579.00
88.40,76.82,77.88,579.00
88.40,76.82,77.88,579.00
88.40,76.82,77.88,581.00
88.40,76.82,77.88,581.00
88.40,76.82,77.88,581.00
88.40,76.82,77.88,581.00
88.40,76.82,77.88,582.00
88.50,76.82,77.87,580.00
88.50,76.82,77.87,578.00
88.50,76.82,77.87,581.00
88.50,76.82,77.87,580.00
88.50,76.82,77.87,580.00
88.50,76.82,77.87,582.00
88.50,76.82,77.87,585.00
88.50,76.82,77.87,585.00
88.50,76.82,77.87,583.00
88.50,76.82,77.87,584.00
88.50,76.82,77.87,585.00
88.50,76.82,77.87,587.00
88.50,76.82,77.87,586.00
88.50,76.82,77.87,586.00
88.60,76.82,77.87,585.00
88.60,76.82,77.87,584.00
88.60,76.82,77.87,583.00
88.60,76.82,77.87,584.00
88.60,76.82,77.87,581.00
88.60,76.82,77.87,584.00
88.60,76.82,77.87,583.00
88.60,76.82,77.87,583.00
88.60,76.82,77.87,584.00
88.60,76.82,77.87,585.00
88.60,76.82,77.87,584.00
88.60,76.82,77.87,583.00
88.60,76.82,77.87,583.00
88.60,76.82,77.87,584.00
88.60,76.82,77.87,585.00
88.60,76.82,77.87,586.00
88.70,76.82,77.86,586.00
88.70,76.82,77.86,586.00
88.70,76.82,77.86,586.00
88.70,76.82,77.86,586.00
88.70,76.82,77.86,586.00
88.70,76.82,77.86,585.00
88.70,76.82,77.86,585.00
88.70,76.82,77.86,585.00
88.70,76.82,77.86,585.00
88.70,76.82,77.86,586.00
88.70,76.82,77.86,586.00
88.80,76.82,77.85,586.00
88.80,76.82,77.85,587.00
88.70,76.82,77.86,586.00
88.70,76.82,77.86,588.00
88.70,76.82,77.86,588.00
88.70,76.82,77.86,588.00
88.80,76.82,77.85,588.00
88.80,76.82,77.85,589.00
88.80,76.82,77.85,590.00
88.80,76.82,77.85,589.00
88.80,76.82,77.85,589.00
88.80,76.82,77.85,587.00
88.80,76.82,77.85,584.00
88.80,76.82,77.85,581.00
88.80,76.82,77.85,581.00
88.80,76.82,77.85,581.00
88.80,76.82,77.85,580.00
88.80,76.82,77.85,581.00
88.80,76.82,77.85,580.00
88.80,76.82,77.85,578.00
88.80,76.82,77.85,575.00
88.80,76.82,77.85,574.00
88.90,76.82,77.85,573.00
88.80,76.82,77.85,571.00
88.80,76.82,77.85,571.00
88.90,76.82,77.85,571.00
88.90,76.82,77.85,572.00
88.90,76.82,77.85,573.00
88.90,76.82,77.85,574.00
88.90,76.82,77.85,575.00
88.90,76.82,77.85,576.00
88.90,76.82,77.85,578.00
88.90,76.82,77.85,580.00
88.90,76.82,77.85,581.00
88.90,76.82,77.85,582.00
88.90,76.82,77.85,583.00
88.90,76.82,77.85,583.00
88.90,76.82,77.85,584.00
88.90,76.82,77.85,584.00
88.90,76.82,77.85,585.00
88.90,76.82,77.85,588.00
88.90,76.82,77.85,588.00
88.90,76.82,77.85,592.00
88.90,76.82,77.85,593.00
88.90,76.82,77.85,595.00
88.90,76.82,77.85,596.00
89.00,76.82,77.84,598.00
88.90,76.82,77.85,599.00
88.90,76.82,77.85,599.00
89.00,76.82,77.84,599.00
89.00,76.82,77.84,600.00
89.00,76.82,77.84,601.00
89.00,76.82,77.84,602.00
89.00,76.82,77.84,603.00
89.00,76.82,77.84,603.00
89.00,76.82,77.84,604.00
89.00,76.82,77.84,603.00
89.00,76.82,77.84,603.00
89.00,76.82,77.84,601.00
89.00,76.82,77.84,599.00
89.00,76.82,77.84,601.00
89.00,76.82,77.84,601.00
89.00,76.82,77.84,602.00
89.00,76.82,77.84,602.00
89.00,76.82,77.84,604.00
89.00,76.82,77.84,605.00
89.00,76.82,77.84,605.00
89.00,76.82,77.84,606.00
89.00,76.82,77.84,607.00
89.00,76.82,77.84,608.00
89.00,76.82,77.84,607.00
89.00,76.82,77.84,606.00
89.00,76.82,77.84,607.00
89.00,76.82,77.84,608.00
89.00,76.82,77.84,607.00
89.00,76.82,77.84,606.00
89.00,76.82,77.84,605.00
89.00,76.82,77.84,604.00
89.00,76.82,77.84,605.00
89.00,76.82,77.84,603.00
89.00,76.82,77.84,602.00
89.00,76.82,77.84,600.00
89.00,76.82,77.84,599.00
89.00,76.82,77.84,599.00
89.00,76.82,77.84,599.00
89.00,76.82,77.84,598.00
89.00,76.82,77.84,598.00
89.00,77.00,78.23,598.00
89.00,76.82,77.84,598.00
89.00,76.82,77.84,596.00
89.00,76.82,77.84,594.00
89.00,76.82,77.84,596.00
89.00,76.82,77.84,596.00
89.00,76.82,77.84,594.00
89.00,76.82,77.84,595.00
89.00,76.82,77.84,594.00
89.00,76.82,77.84,595.00
89.00,76.82,77.84,595.00
89.00,76.82,77.84,593.00
89.00,76.82,77.84,590.00
89.00,76.82,77.84,590.00
89.00,76.82,77.84,589.00
89.00,76.82,77.84,588.00
89.00,76.82,77.84,584.00
89.00,76.82,77.84,582.00
89.00,76.82,77.84,582.00
89.00,76.82,77.84,581.00
89.00,76.82,77.84,581.00
89.00,76.82,77.84,581.00
89.00,76.82,77.84,579.00
89.10,76.82,77.84,578.00
89.10,76.82,77.84,578.00
89.00,76.82,77.84,577.00
89.00,76.82,77.84,576.00
89.00,76.82,77.84,576.00
89.00,76.82,77.84,575.00
89.00,76.82,77.84,573.00
89.00,76.82,77.84,573.00
89.00,76.82,77.84,570.00
89.00,76.82,77.84,570.00
88.90,77.00,78.23,573.00
88.90,77.00,78.23,571.00
88.90,77.00,78.23,570.00
88.90,77.00,78.23,572.00
88.90,76.82,77.85,571.00
88.90,77.00,78.23,570.00
88.90,77.00,78.23,571.00
88.90,77.00,78.23,570.00
88.90,77.00,78.23,570.00
88.90,76.82,77.85,571.00
88.90,77.00,78.23,571.00
88.90,76.82,77.85,573.00
88.90,77.00,78.23,572.00
88.90,76.82,77.85,571.00
88.90,77.00,78.23,574.00
88.90,77.00,78.23,573.00
88.90,77.00,78.23,576.00
88.90,77.00,78.23,576.00
